Time,F2#1,F2#0,F2#2,,
19:46:53:135,1.86103093624115,0.64467990398407,0,,
19:46:53:136,2.0471339225769,0.967020034790039,0,,
19:46:53:138,1.95408248901367,0.48350989818573,0,,
19:46:53:140,2.32628870010376,0.483510136604309,0,,
19:46:53:142,2.41934013366699,0,0,,
19:46:53:144,2.5123918056488,0.16117000579834,0,,
19:46:53:146,2.41934013366699,0.322340130805969,0,,
19:46:53:148,1.67492783069611,-0.64467990398407,0,,
19:46:53:151,1.58187615871429,-0.805849969387054,0,,
19:46:53:153,1.2096700668335,-1.12819004058838,0,,
19:46:53:155,1.02356696128845,-1.45053005218506,0,,
19:46:53:157,1.2096700668335,-1.12819004058838,0,,
19:46:53:159,1.11661851406097,-1.61169993877411,0,,
19:46:53:161,1.30272161960602,-1.61169993877411,0,,
19:46:53:163,1.30272161960602,-1.61169993877411,0,,
19:46:53:165,0.930515348911285,-1.93403995037079,0,,
19:46:53:167,1.30272161960602,-1.61169993877411,0,,
19:46:53:169,0.465257734060287,-1.45053005218506,0,,
19:46:53:170,-0.0930516123771667,-2.09521007537842,0,,
19:46:53:173,-0.651360809803009,-1.45053005218506,0,,
19:46:53:174,-0.837463915348053,-1.45053005218506,0,,
19:46:53:176,-2.97764945030212,-4.51276016235352,0,,
19:46:53:179,-1.11661851406097,-1.61169993877411,0,,
19:46:53:181,-0.651360809803009,-0.48351001739502,0,,
19:46:53:183,-1.58187627792358,-2.73989009857178,0,,
19:46:53:185,-1.2096700668335,-1.77286994457245,0,,
19:46:53:187,-1.11661851406097,-0.32234001159668,0,,
19:46:53:189,-1.30272150039673,-1.28935992717743,0,,
19:46:53:190,-1.86103093624115,-0.967020034790039,0,,
19:46:53:192,-2.23323702812195,0.644680023193359,0,,
19:46:53:194,-1.95408248901367,0.16116988658905,0,,
19:46:53:196,-2.69849491119385,0.805850148200989,0,,
19:46:53:198,-2.32628870010376,-0.161170125007629,0,,
19:46:53:200,-2.5123918056488,0.16117000579834,0,,
19:46:53:204,-2.41934013366699,0.644680142402649,0,,
19:46:53:205,-2.32628870010376,0.161170125007629,0,,
19:46:53:206,-2.69849491119385,-0.16117000579834,0,,
19:46:53:209,-2.32628870010376,0.161170125007629,0,,
19:46:53:211,-2.0471339225769,0.644680023193359,0,,
19:46:53:213,-1.86103093624115,0.967020034790039,0,,
19:46:53:214,-1.58187627792358,1.45053005218506,0,,
19:46:53:216,-1.11661851406097,2.57872009277344,0,,
19:46:53:218,-1.30272161960602,1.93404006958008,0,,
19:46:53:220,-1.11661851406097,2.25638008117676,0,,
19:46:53:222,-1.39577317237854,3.06223011016846,0,,
19:46:53:225,-1.39577317237854,2.4175500869751,0,,
19:46:53:227,-1.39577317237854,3.06223011016846,0,,
19:46:53:229,-1.39577317237854,2.4175500869751,0,,
19:46:53:231,-0.837463915348053,2.73989009857178,0,,
19:46:53:233,-0.465257734060287,2.09521007537842,0,,
19:46:53:235,0.651360809803009,2.09521007537842,0,,
19:46:53:236,-0.0930515453219414,1.12819004058838,0,,
19:46:53:239,0.744412362575531,2.90106010437012,0,,
19:46:53:240,0.930515468120575,2.25638008117676,0,,
19:46:53:242,1.02356696128845,2.4175500869751,0,,
19:46:53:244,1.2096700668335,2.09521007537842,0,,
19:46:53:247,0.930515468120575,3.2234001159668,0,,
19:46:53:249,0.930515468120575,2.57872009277344,0,,
19:46:53:252,1.2096700668335,2.09521007537842,0,,
19:46:53:253,1.48882472515106,0.96701991558075,0,,
19:46:53:255,1.58187627792358,1.77287006378174,0,,
19:46:53:258,2.41934013366699,0,0,,
19:46:53:260,1.95408248901367,0.805850028991699,0,,
19:46:53:262,2.23323702812195,0.322340130805969,0,,
19:46:53:264,2.14018535614014,0.16117000579834,0,,
19:46:53:266,2.14018559455872,0.48351001739502,0,,
19:46:53:268,1.95408248901367,-0.48350989818573,0,,
19:46:53:269,2.5123918056488,1.45053005218506,0,,
19:46:53:271,2.69849491119385,0.805850148200989,0,,
19:46:53:273,2.0471339225769,-0.32233989238739,0,,
19:46:53:276,1.76797938346863,-0.48350989818573,0,,
19:46:53:278,1.39577317237854,-1.12818992137909,0,,
19:46:53:280,1.48882472515106,-1.28935992717743,0,,
19:46:53:282,1.2096700668335,-1.12819004058838,0,,
19:46:53:284,1.2096700668335,-1.12819004058838,0,,
19:46:53:286,1.11661851406097,-1.61169993877411,0,,
19:46:53:288,1.30272161960602,-1.28935992717743,0,,
19:46:53:289,1.2096700668335,-2.09521007537842,0,,
19:46:53:291,1.2096700668335,-1.77286994457245,0,,
19:46:53:293,0.744412362575531,-1.93404006958008,0,,
19:46:53:295,-0.651360809803009,-2.73989009857178,0,,
19:46:53:297,-0.372206181287766,-0.967020034790039,0,,
19:46:53:299,-0.744412362575531,-1.6117000579834,0,,
19:46:53:301,-1.39577317237854,-1.12818992137909,0,,
19:46:53:303,-1.2096700668335,-1.77286994457245,0,,
19:46:53:307,-1.11661851406097,-1.28936004638672,0,,
19:46:53:308,-1.30272161960602,-1.93404006958008,0,,
19:46:53:310,-1.39577317237854,-1.77287006378174,0,,
19:46:53:311,-1.48882472515106,-1.6117000579834,0,,
19:46:53:313,-1.58187627792358,-1.12818992137909,0,,
19:46:53:316,-1.86103093624115,-0.32233989238739,0,,
19:46:53:318,-2.14018559455872,-0.48351001739502,0,,
19:46:53:319,-2.60544323921204,-0.644680142402649,0,,
19:46:53:321,-2.60544323921204,0.32234001159668,0,,
19:46:53:323,-2.23323702812195,0.644680023193359,0,,
19:46:53:325,-2.14018559455872,0.48351001739502,0,,
19:46:53:327,-2.60544323921204,0.967020153999329,0,,
19:46:53:329,-2.32628870010376,0.161170125007629,0,,
19:46:53:331,-2.41934013366699,0.967020034790039,0,,
19:46:53:334,-2.41934013366699,-0.644680142402649,0,,
19:46:53:336,-2.23323702812195,0.644680023193359,0,,
19:46:53:338,-2.0471339225769,0.967020034790039,0,,
19:46:53:340,-1.58187627792358,1.12818992137909,0,,
19:46:53:342,-1.67492783069611,1.93404006958008,0,,
19:46:53:344,-1.30272161960602,2.25638008117676,0,,
19:46:53:345,-1.11661851406097,2.25638008117676,0,,
19:46:53:347,-1.30272161960602,2.57872009277344,0,,
19:46:53:349,-1.39577317237854,2.4175500869751,0,,
19:46:53:351,-1.58187627792358,2.09521007537842,0,,
19:46:53:354,-1.11661851406097,2.25638008117676,0,,
19:46:53:356,-1.02356696128845,2.4175500869751,0,,
19:46:53:358,-0.372206032276154,2.90106010437012,0,,
19:46:53:360,0.186103165149689,2.25638008117676,0,,
19:46:53:361,0.465257734060287,2.4175500869751,0,,
19:46:53:364,0.744412362575531,2.57872009277344,0,,
19:46:53:366,0.744412243366241,2.25637984275818,0,,
19:46:53:368,1.02356696128845,2.73989009857178,0,,
19:46:53:370,2.0471339225769,4.19042015075684,0,,
19:46:53:372,1.58187627792358,2.73989009857178,0,,
19:46:53:374,1.58187627792358,2.73989009857178,0,,
19:46:53:377,0.744412243366241,2.25637984275818,0,,
19:46:53:379,1.58187627792358,1.45053005218506,0,,
19:46:53:381,1.95408248901367,1.12819004058838,0,,
19:46:53:383,1.95408248901367,1.45053005218506,0,,
19:46:53:385,1.86103093624115,0.64467990398407,0,,
19:46:53:387,1.95408248901367,0.16116988658905,0,,
19:46:53:389,2.23323702812195,0.322340130805969,0,,
19:46:53:390,0.279154509305954,-3.06223011016846,0,,
19:46:53:392,1.95408248901367,-0.48350989818573,0,,
19:46:53:395,2.60544323921204,1.28936004638672,0,,
19:46:53:397,2.23323702812195,0.644680023193359,0,,
19:46:53:399,1.95408248901367,-0.16116988658905,0,,
19:46:53:400,1.86103093624115,-0.32233989238739,0,,
19:46:53:403,1.58187615871429,-0.805849969387054,0,,
19:46:53:405,1.39577317237854,-0.483510076999664,0,,
19:46:53:407,1.2096700668335,-0.805850028991699,0,,
19:46:53:408,1.2096700668335,-1.45052993297577,0,,
19:46:53:410,1.58187627792358,-2.4175500869751,0,,
19:46:53:412,1.39577317237854,-1.77287006378174,0,,
19:46:53:415,1.11661851406097,-1.61169993877411,0,,
19:46:53:417,1.11661851406097,-1.61169993877411,0,,
19:46:53:418,0.372206121683121,-1.28936004638672,0,,
19:46:53:420,-0.0930515453219414,-1.45053005218506,0,,
19:46:53:422,-0.465257734060287,-1.45053005218506,0,,
19:46:53:425,-0.465257734060287,-1.12819004058838,0,,
19:46:53:427,-0.930515468120575,-1.6117000579834,0,,
19:46:53:429,-1.11661851406097,-1.28936004638672,0,,
19:46:53:431,-1.30272161960602,-1.61169993877411,0,,
19:46:53:432,-1.30272161960602,-1.93404006958008,0,,
19:46:53:434,-1.48882472515106,-2.25638008117676,0,,
19:46:53:436,-1.48882472515106,-1.93404006958008,0,,
19:46:53:438,-1.39577305316925,-1.45052993297577,0,,
19:46:53:441,-1.86103093624115,-0.967020034790039,0,,
19:46:53:443,-2.23323702812195,-0.322340130805969,0,,
19:46:53:444,-2.0471339225769,0,0,,
19:46:53:446,-2.0471339225769,0.644680023193359,0,,
19:46:53:448,-2.41934013366699,0.322340130805969,0,,
19:46:53:450,-2.69849491119385,0.805850148200989,0,,
19:46:53:452,-2.69849491119385,0.48351001739502,0,,
19:46:53:455,-2.60544323921204,0.32234001159668,0,,
19:46:53:456,-2.32628870010376,0.483510136604309,0,,
19:46:53:458,-2.5123918056488,0.16117000579834,0,,
19:46:53:460,-1.86103093624115,2.25638008117676,0,,
19:46:53:462,-2.14018559455872,1.77287006378174,0,,
19:46:53:465,-1.67492783069611,2.25638008117676,0,,
19:46:53:467,-1.39577317237854,1.77287006378174,0,,
19:46:53:469,-1.2096700668335,1.77286994457245,0,,
19:46:53:470,-1.2096700668335,2.09521007537842,0,,
19:46:53:472,-1.11661851406097,1.93403995037079,0,,
19:46:53:474,-1.30272161960602,3.54574012756348,0,,
19:46:53:476,-1.58187627792358,2.73989009857178,0,,
19:46:53:479,-1.67492783069611,3.2234001159668,0,,
19:46:53:481,-0.930515289306641,2.25638008117676,0,,
19:46:53:483,-0.372206181287766,2.57872009277344,0,,
19:46:53:486,2.97764921188354,-1.61169993877411,0,,
19:46:53:488,0.0930515453219414,3.06223011016846,0,,
19:46:53:490,0.744412243366241,2.25637984275818,0,,
19:46:53:492,1.11661851406097,1.93403995037079,0,,
19:46:53:494,1.02356696128845,2.73989009857178,0,,
19:46:53:496,1.11661851406097,2.25638008117676,0,,
19:46:53:497,3.16375255584717,-0.644680023193359,0,,
19:46:53:499,1.48882472515106,1.6117000579834,0,,
19:46:53:502,1.02356696128845,2.4175500869751,0,,
19:46:53:504,1.48882472515106,1.6117000579834,0,,
19:46:53:505,1.76797938346863,1.45053005218506,0,,
19:46:53:507,1.58187615871429,0.805849969387054,0,,
19:46:53:510,2.41934013366699,0,0,,
19:46:53:512,1.86103093624115,1.28936004638672,0,,
19:46:53:514,2.23323702812195,0.322340130805969,0,,
19:46:53:515,2.23323702812195,0.644680023193359,0,,
19:46:53:517,2.32628870010376,0.483510136604309,0,,
19:46:53:519,2.41934013366699,0.644680142402649,0,,
19:46:53:521,1.86103093624115,0,0,,
19:46:53:523,2.14018559455872,-0.48351001739502,0,,
19:46:53:525,1.67492783069611,-0.64467990398407,0,,
19:46:53:527,1.58187627792358,-0.48351001739502,0,,
19:46:53:531,1.02356696128845,-0.48351001739502,0,,
19:46:53:532,1.11661851406097,-1.28936004638672,0,,
19:46:53:534,0.837463915348053,-1.77287006378174,0,,
19:46:53:536,1.11661851406097,-1.61169993877411,0,,
19:46:53:538,1.11661851406097,-1.93403995037079,0,,
19:46:53:539,1.02356684207916,-2.09521007537842,0,,
19:46:53:541,1.11661851406097,-1.61169993877411,0,,
19:46:53:543,0.744412362575531,-1.6117000579834,0,,
19:46:53:545,0.186103016138077,-1.6117000579834,0,,
19:46:53:547,-0.186103090643883,-1.6117000579834,0,,
19:46:53:550,-0.558309257030487,-1.6117000579834,0,,
19:46:53:552,-0.372206181287766,-0.644680023193359,0,,
19:46:53:554,-1.02356696128845,-1.12819004058838,0,,
19:46:53:556,-1.11661851406097,-1.61169993877411,0,,
19:46:53:558,-1.39577305316925,-1.45052993297577,0,,
19:46:53:560,-1.11661851406097,-2.25638008117676,0,,
19:46:53:562,-1.2096700668335,-2.73989009857178,0,,
19:46:53:564,-1.67492783069611,-0.64467990398407,0,,
19:46:53:565,-1.86103093624115,-0.967020034790039,0,,
19:46:53:567,-2.14018535614014,-0.16117000579834,0,,
19:46:53:569,-2.0471339225769,0,0,,
19:46:53:572,-2.0471339225769,-0.32233989238739,0,,
19:46:53:574,-2.14018559455872,0.48351001739502,0,,
19:46:53:576,-2.41934013366699,1.28936004638672,0,,
19:46:53:578,-2.5123918056488,0.483510136604309,0,,
19:46:53:581,-2.69849491119385,-0.16117000579834,0,,
19:46:53:583,-2.60544323921204,0.32234001159668,0,,
19:46:53:585,-2.60544323921204,0.32234001159668,0,,
19:46:53:586,-2.14018559455872,0.805850028991699,0,,
19:46:53:589,-2.14018559455872,1.77287006378174,0,,
19:46:53:590,-1.76797938346863,1.77287006378174,0,,
19:46:53:592,-1.11661851406097,1.61169993877411,0,,
19:46:53:595,-1.39577317237854,2.4175500869751,0,,
19:46:53:597,-1.39577317237854,2.09521007537842,0,,
19:46:53:599,-1.11661851406097,2.25638008117676,0,,
19:46:53:606,-1.30272161960602,2.25638008117676,0,,
19:46:53:610,-1.48882472515106,3.2234001159668,0,,
19:46:53:610,-1.30272161960602,2.57872009277344,0,,
19:46:53:610,-0.651360690593719,2.73989009857178,0,,
19:46:53:612,-0.372206181287766,2.57872009277344,0,,
19:46:53:612,0.37220624089241,2.57872009277344,0,,
19:46:53:613,0.0930515453219414,3.06223011016846,0,,
19:46:53:614,0.837463915348053,2.09521007537842,0,,
19:46:53:617,0.744412362575531,1.93404006958008,0,,
19:46:53:619,1.30272161960602,2.25638008117676,0,,
19:46:53:621,0.930515468120575,2.25638008117676,0,,
19:46:53:623,1.48882472515106,3.2234001159668,0,,
19:46:53:625,1.2096700668335,2.4175500869751,0,,
19:46:53:627,1.2096700668335,1.77286994457245,0,,
19:46:53:629,1.39577305316925,1.45052993297577,0,,
19:46:53:630,2.23323702812195,1.93404006958008,0,,
19:46:53:632,1.76797938346863,0.48350989818573,0,,
19:46:53:634,2.14018559455872,0.805850028991699,0,,
19:46:53:636,1.95408248901367,0.805850028991699,0,,
19:46:53:638,2.23323702812195,0.644680023193359,0,,
19:46:53:641,2.60544323921204,0,0,,
19:46:53:643,2.41934013366699,0.322340130805969,0,,
19:46:53:645,1.76797938346863,1.12819004058838,0,,
19:46:53:647,2.5123918056488,-1.12819004058838,0,,
19:46:53:648,2.14018535614014,-0.16117000579834,0,,
19:46:53:651,1.95408248901367,-0.48350989818573,0,,
19:46:53:653,1.58187615871429,-0.805849969387054,0,,
19:46:53:655,1.58187627792358,-1.12818992137909,0,,
19:46:53:657,1.02356696128845,-1.12819004058838,0,,
19:46:53:659,1.11661851406097,-1.93403995037079,0,,
19:46:53:660,0.930515468120575,-1.28936004638672,0,,
19:46:53:662,1.2096700668335,-1.77286994457245,0,,
19:46:53:664,0.930515348911285,-1.93403995037079,0,,
19:46:53:667,1.30272161960602,-1.61169993877411,0,,
19:46:53:671,1.48882472515106,-2.57872009277344,0,,
19:46:53:673,0.651360809803009,-0.805849969387054,0,,
19:46:53:675,-0.186103090643883,-0.967020034790039,0,,
19:46:53:676,-1.02356696128845,-1.12819004058838,0,,
19:46:53:676,-1.2096700668335,-1.12819004058838,0,,
19:46:53:679,-1.02356696128845,-1.45053005218506,0,,
19:46:53:681,-1.58187627792358,-1.45053005218506,0,,
19:46:53:682,-1.58187627792358,-1.45053005218506,0,,
19:46:53:684,-1.02356696128845,-1.45053005218506,0,,
19:46:53:687,-2.14018535614014,-3.06222987174988,0,,
19:46:53:688,-1.48882472515106,-0.96701991558075,0,,
19:46:53:690,-1.76797938346863,-1.12819004058838,0,,
19:46:53:693,-1.76797938346863,-0.80584990978241,0,,
19:46:53:695,-1.86103093624115,-0.32233989238739,0,,
19:46:53:698,-2.0471339225769,-0.644680023193359,0,,
19:46:53:700,-1.67492783069611,1.28936004638672,0,,
19:46:53:701,-2.41934013366699,0.48351001739502,0,,
19:46:53:704,-2.79154634475708,-0.32234001159668,0,,
19:46:53:704,-2.41934013366699,0.967020034790039,0,,
19:46:53:706,-2.23323702812195,0.967020034790039,0,,
19:46:53:708,-2.32628870010376,0.805850028991699,0,,
19:46:53:712,-2.23323702812195,1.28936004638672,0,,
19:46:53:714,-1.95408248901367,1.77287006378174,0,,
19:46:53:715,-1.58187627792358,1.77287006378174,0,,
19:46:53:718,-1.39577317237854,2.09521007537842,0,,
19:46:53:719,-1.48882472515106,1.6117000579834,0,,
19:46:53:722,-1.11661851406097,2.25638008117676,0,,
19:46:53:724,-1.30272161960602,1.61169993877411,0,,
19:46:53:726,-1.30272161960602,2.25638008117676,0,,
19:46:53:728,-1.39577317237854,3.06223011016846,0,,
19:46:53:730,-0.651360809803009,1.77287006378174,0,,
19:46:53:731,-1.02356684207916,2.09521007537842,0,,
19:46:53:733,0,2.90106010437012,0,,
19:46:53:735,0,2.25638008117676,0,,
19:46:53:738,0.372206181287766,2.25638008117676,0,,
19:46:53:740,0.837463915348053,2.09521007537842,0,,
19:46:53:742,1.86103093624115,0.64467990398407,0,,
19:46:53:743,1.67492783069611,2.90106010437012,0,,
19:46:53:745,1.2096700668335,3.06223011016846,0,,
19:46:53:747,1.30272161960602,2.57872009277344,0,,
19:46:53:749,0.744412362575531,2.57872009277344,0,,
